ITEM;CEST;NCM/SH;DESCRIÇÃO
170;1001700;39251000;Artefatos para apetrechamento de construções, de plásticos, não especificados nem compreendidos em outras posições, incluindo persianas, sancas, molduras, apliques e rosetas, caixilhos de polietileno e outros plásticos, exceto os descritos nos itens 150 e 160
170;1001700;392590;Artefatos para apetrechamento de construções, de plásticos, não especificados nem compreendidos em outras posições, incluindo persianas, sancas, molduras, apliques e rosetas, caixilhos de polietileno e outros plásticos, exceto os descritos nos itens 150 e 160
180;1001800;39252000;Portas, janelas e seus caixilhos, alizares e soleiras
190;1001900;39253000;Postigos, estores (incluídas as venezianas) e artefatos semelhantes e suas partes
200;1002000;392690;Outras obras de plástico, para uso na construção
210;1002100;4814;Papel de parede e revestimentos de parede semelhantes; papel para vitrais
220;1002200;68101900;Telhas de concreto
230;1002300;6811;Telha, cumeeira e caixa d’água, inclusive sua tampa, de fibrocimento, cimento-celulose
240;1002400;6811;Caixas d'água, tanques e reservatórios e suas tampas, telhas, calhas, cumeeiras e afins, de fibrocimento, cimento-celulose ou semelhantes, contendo ou não amianto, exceto os descritos no item 230
250;1002500;69010000;Tijolos, placas (lajes), ladrilhos e outras peças cerâmicas de farinhas siliciosas fósseis ("kieselghur", tripolita, diatomita, por exemplo) ou de terras siliciosas semelhantes
260;1002600;6902;Tijolos, placas (lajes), ladrilhos e peças cerâmicas semelhantes, para uso na construção, refratários, que não sejam de farinhas siliciosas fósseis nem de terras siliciosas semelhantes
270;1002700;6904;Tijolos para construção, tijoleiras, tapa-vigas e produtos semelhantes, de cerâmica
280;1002800;6905;Telhas, elementos de chaminés, condutores de fumaça, ornamentos arquitetônicos, de cerâmica, e outros produtos cerâmicos para uso na construção
290;1002900;69060000;Tubos, calhas ou algerozes e acessórios para canalizações, de cerâmica
300;1003000;6907;Ladrilhos e placas de cerâmica, exclusivamente para pavimentação ou revestimento
300;1003000;6908;Ladrilhos e placas de cerâmica, exclusivamente para pavimentação ou revestimento
301;1003001;6907;Cubos, pastilhas e artigos semelhantes de cerâmica, mesmo com suporte
301;1003001;6908;Cubos, pastilhas e artigos semelhantes de cerâmica, mesmo com suporte
310;1003100;6910;Pias, lavatórios, colunas para lavatórios, banheiras, bidês, sanitários, caixas de descarga, mictórios e aparelhos fixos semelhantes para usos sanitários, de cerâmica
320;1003200;69120000;Artefatos de higiene/toucador de cerâmica
330;1003300;7003;Vidro vazado ou laminado, em chapas, folhas ou perfis, mesmo com camada absorvente, refletora ou não, mas sem qualquer outro trabalho
340;1003400;7004;Vidro estirado ou soprado, em folhas, mesmo com camada absorvente, refletora ou não, mas sem qualquer outro trabalho
350;1003500;7005;Vidro flotado e vidro desbastado ou polido em uma ou em ambas as faces, em chapas ou em folhas, mesmo com camada absorvente, refletora ou não, mas sem qualquer outro trabalho
360;1003600;70071900;Vidros temperados
370;1003700;70072900;Vidros laminados
380;1003800;7008;Vidros isolantes de paredes múltiplas
390;1003900;7016;Blocos, placas, tijolos, ladrilhos, telhas e outros artefatos, de vidro prensado ou moldado, mesmo armado, para uso na construção; cubos, pastilhas e outros artigos semelhantes
400;1004000;72142000;Barras próprias para construções, exceto vergalhões
410;1004100;73089010;Outras barras próprias para construções, exceto vergalhões
420;1004200;72142000;Vergalhões
430;1004300;7213;Outros vergalhões
430;1004300;73089010;Outros vergalhões
440;1004400;72171090;Fios de ferro ou aço não ligados, não revestidos, mesmo polidos; cordas, cabos, tranças (entrançados), lingas e artefatos semelhantes, de ferro ou aço, não isolados para usos elétricos
440;1004400;7312;Fios de ferro ou aço não ligados, não revestidos, mesmo polidos; cordas, cabos, tranças (entrançados), lingas e artefatos semelhantes, de ferro ou aço, não isolados para usos elétricos
450;1004500;72172010;Outros fios de ferro ou aço, não ligados, galvanizados com um teor de carbono superior ou igual a 0,6%, em peso
450;1004500;721720;Outros fios de ferro ou aço, não ligados, galvanizados
451;1004501;72172090;Outros fios de ferro ou aço, não ligados, galvanizados
460;1004600;7307;Acessórios para tubos (inclusive uniões, cotovelos, luvas ou mangas), de ferro fundido, ferro ou aço
470;1004700;73083000;Portas e janelas, e seus caixilhos, alizares e soleiras de ferro fundido, ferro ou aço
480;1004800;73084000;Material para andaimes, para armações (cofragens) e para escoramentos, (inclusive armações prontas, para estruturas de concreto armado ou argamassa armada), eletrocalhas e perfilados de ferro fundido, ferro ou aço, próprios para construção, exceto treliças de aço
480;1004800;730890;Material para andaimes, para armações (cofragens) e para escoramentos, (inclusive armações prontas, para estruturas de concreto armado ou argamassa armada), eletrocalhas e perfilados de ferro fundido, ferro ou aço, próprios para construção, exceto treliças de aço
490;1004900;73084000;Treliças de aço
500;1005000;73089090;Telhas metálicas
510;1005100;7310;Caixas diversas (tais como caixa de correio, de entrada de água, de energia, de instalação) de ferro fundido, ferro ou aço; próprias para a construção
510;1005100;7310;Caixas diversas (tais como caixa de correio, de entrada de água, de energia, de instalação) de ferro, ferro fundido ou aço; próprias para a construção
520;1005200;73130000;Arame farpado, de ferro ou aço, arames ou tiras, retorcidos, mesmo farpados, de ferro ou aço, dos tipos utilizados em cercas
530;1005300;7314;Telas metálicas, grades e redes, de fios de ferro ou aço
540;1005400;73151100;Correntes de rolos, de ferro fundido, ferro ou aço
550;1005500;73151290;Outras correntes de elos articulados, de ferro fundido, ferro ou aço
560;1005600;73158200;Correntes de elos soldados, de ferro fundido, de ferro ou aço
570;1005700;731700;Tachas, pregos, percevejos, escápulas, grampos ondulados ou biselados e artefatos semelhantes, de ferro fundido, ferro ou aço, mesmo com a cabeça de outra matéria, exceto cobre
580;1005800;7318;Parafusos, pinos ou pernos, roscados, porcas, tira-fundos, ganchos roscados, rebites, chavetas, cavilhas, contrapinos, arruelas (incluídas as de pressão) e artefatos semelhantes, de ferro fundido, ferro ou aço
590;1005900;7323;Palha de ferro ou aço, exceto os de uso doméstico classificados na posição NCM 73231000
590;1005900;7323;Palha de ferro ou aço; esponjas, esfregões, luvas e artefatos semelhantes para limpeza, polimento e usos semelhantes, de ferro ou aço, exceto os de uso doméstico classificados na posição 73231000
591;1005901;7323;Esponjas, esfregões, luvas e artefatos semelhantes para limpeza, polimento e usos semelhantes, de ferro ou aço, exceto os de uso doméstico classificados na posição NCM 73231000
600;1006000;7324;Artefatos de higiene ou de toucador, e suas partes, de ferro fundido, ferro ou aço, incluídas as pias, banheiras, lavatórios, cubas, mictórios, tanques e afins de ferro fundido, ferro ou aço, para uso na construção
610;1006100;7325;Outras obras moldadas, de ferro fundido, ferro ou aço, para uso na construção
620;1006200;7326;Abraçadeiras
630;1006300;7407;Barras de cobre
640;1006400;74111010;Tubos de cobre e suas ligas, para instalações de água quente e gás, para uso na construção
650;1006500;7412;Acessórios para tubos (por exemplo, uniões, cotovelos, luvas ou mangas) de cobre e suas ligas, para uso na construção
660;1006600;7415;Tachas, pregos, percevejos, escápulas e artefatos semelhantes, de cobre, ou de ferro ou aço com cabeça de cobre, parafusos, pinos ou pernos, roscados, porcas, ganchos roscados, rebites, chavetas, cavilhas, contrapinos, arruelas (incluídas as de pressão), e artefatos semelhantes, de cobre
670;1006700;74182000;Artefatos de higiene/toucador de cobre, para uso na construção
680;1006800;76071990;Manta de subcobertura aluminizada
690;1006900;7608;Tubos de alumínio e suas ligas, para refrigeração e ar condicionado, para uso na construção
700;1007000;76090000;Acessórios para tubos (por exemplo, uniões, cotovelos, luvas ou mangas), de alumínio, para uso na construção
710;1007100;7610;Construções e suas partes (por exemplo, pontes e elementos de pontes, torres, pórticos ou pilones, pilares, colunas, armações, estruturas para telhados, portas e janelas, e seus caixilhos, alizares e soleiras, balaustradas), de alumínio, exceto as construções pré-fabricadas da posição 9406; chapas, barras, perfis, tubos e semelhantes, de alumínio, próprios para construções
720;1007200;76152000;Artefatos de higiene/toucador de alumínio, para uso na construção
730;1007300;7616;Outras obras de alumínio, próprias para construções, incluídas as persianas
740;1007400;83024100;Outras guarnições, ferragens e artigos semelhantes de metais comuns, para construções, inclusive puxadores
750;1007500;8301;Fechaduras e ferrolhos (de chave, de segredo ou elétricos), de metais comuns, incluídas as suas partes fechos e armações com fecho, com fechadura, de metais comuns chaves para estes artigos, de metais comuns; exceto os de uso automotivo
760;1007600;83021000;Dobradiças de metais comuns, de qualquer tipo
770;1007700;8307;Tubos flexíveis de metais comuns, mesmo com acessórios, para uso na construção
780;1007800;8311;Fios, varetas, tubos, chapas, eletrodos e artefatos semelhantes, de metais comuns ou de carbonetos metálicos, revestidos exterior ou interiormente de decapantes ou de fundentes, para soldagem (soldadura) ou depósito de metal ou de carbonetos metálicos fios e varetas de pós de metais comuns aglomerados, para metalização por projeção
790;1007900;8481;Torneiras, válvulas (incluídas as redutoras de pressão e as termostáticas) e dispositivos semelhantes, para canalizações, caldeiras, reservatórios, cubas e outros recipientes
800;1008000;7009;Espelhos de vidro, mesmo emoldurados, exceto os de uso automotivo
10;1100100;28289011;Água sanitária, branqueador e outros alvejantes
10;1100100;28289019;Água sanitária, branqueador e outros alvejantes
10;1100100;32064100;Água sanitária, branqueador e outros alvejantes
10;1100100;34022000;Água sanitária, branqueador e outros alvejantes
10;1100100;38089419;Água sanitária, branqueador e outros alvejantes
10;1100100;28289011;Água sanitária, branqueador e outros alvejantes
10;1100100;28289019;Água sanitária, branqueador e outros alvejantes
10;1100100;32064100;Água sanitária, branqueador e outros alvejantes
10;1100100;38089419;Água sanitária, branqueador e outros alvejantes
20;1100200;34012090;Sabões em pó, flocos, palhetas, grânulos ou outras formas semelhantes, para lavar roupas
30;1100300;34012090;Sabões líquidos para lavar roupas
40;1100400;34022000;Detergentes em pó, flocos, palhetas, grânulos ou outras formas semelhantes
50;1100500;34022000;Detergentes líquidos, exceto para lavar roupa
60;1100600;34022000;Detergente líquido para lavar roupa
70;1100700;3402;Outros agentes orgânicos de superfície (exceto sabões); preparações tensoativas, preparações para lavagem (incluídas as preparações auxiliares para lavagem) e preparações para limpeza (inclusive multiuso e limpadores), mesmo contendo sabão, exceto os produtos descritos nos CEST 1100400, 1100500 e 1100600; em embalagem de conteúdo inferior ou igual a 50 litros ou 50 kg
70;1100700;3402;Outros agentes orgânicos de superfície (exceto sabões); preparações tensoativas, preparações para lavagem (incluídas as preparações auxiliares para lavagem) e preparações para limpeza (inclusive multiuso e limpadores), mesmo contendo sabão, exceto as da posição 3401 e os produtos descritos nos itens 3 a 5; em embalagem de conteúdo inferior ou igual a 50 litros ou 50 kg
80;1100800;38099190;Amaciante/suavizante
90;1100900;39241000;Esponjas para limpeza
90;1100900;39249000;Esponjas para limpeza
90;1100900;68053010;Esponjas para limpeza
90;1100900;68053090;Esponjas para limpeza
100;1101000;2207;Álcool etílico para limpeza
100;1101000;22089000;Álcool etílico para limpeza
110;1101100;73231000;Esponjas e palhas de aço; esponjas para limpeza, polimento ou uso semelhantes; todas de uso doméstico
120;1101200;39232;Sacos de lixo de conteúdo igual ou inferior a 100 litros
10;1200100;8504;Transformadores, bobinas de reatância e de autoindução, inclusive os transformadores de potência superior a 16 KVA, classificados nas posições 85043300 e 85043400; exceto os demais transformadores da subposição 85043, os reatores para lâmpadas elétricas de descarga classificados no código 85041000, os carregadores de acumuladores do código 85044010, os equipamentos de alimentação ininterrupta de energia (UPS ou “no break”), no código 85044040 e os de uso automotivo
20;1200200;8516;Aquecedores elétricos de água, incluídos os de imersão, chuveiros ou duchas elétricos, torneiras elétricas, resistências de aquecimento, inclusive as de duchas e chuveiros elétricos e suas partes; exceto outros fornos, fogareiros (incluídas as chapas de cocção), grelhas e assadeiras, classificados na posição 85166000
30;1200300;8535;Aparelhos para interrupção, seccionamento, proteção, derivação, ligação ou conexão de circuitos elétricos (por exemplo, interruptores, comutadores, corta-circuitos, para-raios, limitadores de tensão, eliminadores de onda, tomadas de corrente e outros conectores, caixas de junção), para tensão superior a 1000V, exceto os de uso automotivo
40;1200400;8536;Aparelhos para interrupção, seccionamento, proteção, derivação, ligação ou conexão de circuitos elétricos (por exemplo, interruptores, comutadores, relés, corta-circuitos, eliminadores de onda, plugues e tomadas de corrente, suportes para lâmpadas e outros conectores, caixas de junção), para uma tensão não superior a 1000V; conectores para fibras ópticas, feixes ou cabos de fibras ópticas; exceto "starter" classificado na subposição 853650 e os de uso automotivo
50;1200500;8538;Partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 8535 e 8536
60;1200600;74130000;Cabos, tranças e semelhantes, de cobre, não isolados para usos elétricos, exceto os de uso automotivo
70;1200700;8544;Fios, cabos (incluídos os cabos coaxiais) e outros condutores, isolados ou não, para usos elétricos (incluídos os de cobre ou alumínio, envernizados ou oxidados anodicamente), mesmo com peças de conexão, inclusive fios e cabos elétricos, para tensão não superior a 1000V, para uso na construção; fios e cabos telefônicos e para transmissão de dados; cabos de fibras ópticas, constituídos de fibras embainhadas individualmente, mesmo com condutores elétricos ou munidos de peças de conexão; cordas, cabos, tranças e semelhantes, de alumínio, não isolados para uso elétricos; exceto os de uso automotivo
70;1200700;7605;Fios, cabos (incluídos os cabos coaxiais) e outros condutores, isolados ou não, para usos elétricos (incluídos os de cobre ou alumínio, envernizados ou oxidados anodicamente), mesmo com peças de conexão, inclusive fios e cabos elétricos, para tensão não superior a 1000V, para uso na construção; fios e cabos telefônicos e para transmissão de dados; cabos de fibras ópticas, constituídos de fibras embainhadas individualmente, mesmo com condutores elétricos ou munidos de peças de conexão; cordas, cabos, tranças e semelhantes, de alumínio, não isolados para uso elétricos; exceto os de uso automotivo
70;1200700;7614;Fios, cabos (incluídos os cabos coaxiais) e outros condutores, isolados ou não, para usos elétricos (incluídos os de cobre ou alumínio, envernizados ou oxidados anodicamente), mesmo com peças de conexão, inclusive fios e cabos elétricos, para tensão não superior a 1000V, para uso na construção; fios e cabos telefônicos e para transmissão de dados; cabos de fibras ópticas, constituídos de fibras embainhadas individualmente, mesmo com condutores elétricos ou munidos de peças de conexão; cordas, cabos, tranças e semelhantes, de alumínio, não isolados para uso elétricos; exceto os de uso automotivo
80;1200800;8546;Isoladores de qualquer matéria, para usos elétricos
90;1200900;8547;Peças isolantes inteiramente de matérias isolantes, ou com simples peças metálicas de montagem (suportes roscados, por exemplo) incorporadas na massa, para máquinas, aparelhos e instalações elétricas; tubos isoladores e suas peças de ligação, de metais comuns, isolados interiormente
10;1300100;3003;Medicamentos de referência - positiva, exceto para uso veterinário
10;1300100;3004;Medicamentos de referência - positiva, exceto para uso veterinário
11;1300101;3003;Medicamentos de referência - negativa, exceto para uso veterinário
11;1300101;3004;Medicamentos de referência - negativa, exceto para uso veterinário
12;1300102;3003;Medicamentos de referência - neutra, exceto para uso veterinário
12;1300102;3004;Medicamentos de referência - neutra, exceto para uso veterinário
20;1300200;3003;Medicamentos genérico - positiva, exceto para uso veterinário
20;1300200;3004;Medicamentos genérico - positiva, exceto para uso veterinário
21;1300201;3003;Medicamentos genérico - negativa, exceto para uso veterinário
21;1300201;3004;Medicamentos genérico - negativa, exceto para uso veterinário
22;1300202;3003;Medicamentos genérico - neutra, exceto para uso veterinário
22;1300202;3004;Medicamentos genérico - neutra, exceto para uso veterinário
30;1300300;3003;Medicamentos similar - positiva, exceto para uso veterinário
30;1300300;3004;Medicamentos similar - positiva, exceto para uso veterinário
31;1300301;3003;Medicamentos similar - negativa, exceto para uso veterinário
31;1300301;3004;Medicamentos similar - negativa, exceto para uso veterinário
32;1300302;3003;Medicamentos similar - neutra, exceto para uso veterinário
32;1300302;3004;Medicamentos similar - neutra, exceto para uso veterinário
40;1300400;3003;Outros tipos de medicamentos - positiva, exceto para uso veterinário
40;1300400;3004;Outros tipos de medicamentos - positiva, exceto para uso veterinário
41;1300401;3003;Outros tipos de medicamentos -  negativa, exceto para uso veterinário
41;1300401;3004;Outros tipos de medicamentos -  negativa, exceto para uso veterinário
42;1300402;3003;Outros tipos de medicamentos - neutra, exceto para uso veterinário
42;1300402;3004;Outros tipos de medicamentos - neutra, exceto para uso veterinário
50;1300500;30066000;Preparações químicas contraceptivas à base de hormônios, de outros produtos da posição 2937 ou de espermicidas - positiva
51;1300501;30066000;Preparações químicas contraceptivas à base de hormônios, de outros produtos da posição 2937 ou de espermicidas - negativa
60;1300600;2936;Provitaminas e vitaminas, naturais ou reproduzidas por síntese (incluídos os concentrados naturais), bem como os seus derivados utilizados principalmente como vitaminas, misturados ou não entre si, mesmo em quaisquer soluções - neutra
70;1300700;300630;Preparações opacificantes (contrastantes) para exames radiográficos e reagentes de diagnóstico concebidos para serem administrados ao paciente - positiva
71;1300701;300630;Preparações opacificantes (contrastantes) para exames radiográficos e reagentes de diagnóstico concebidos para serem administrados ao paciente - negativa
80;1300800;3002;Antissoro, outras frações do sangue, produtos imunológicos modificados, mesmo obtidos por via biotecnológica, exceto para uso veterinário - positiva
81;1300801;3002;Antissoro, outras frações do sangue, produtos imunológicos modificados, mesmo obtidos por via biotecnológica, exceto para uso veterinário - negativa
90;1300900;3002;Vacinas e produtos semelhantes, exceto para uso veterinário - positiva;
91;1300901;3002;Vacinas e produtos semelhantes, exceto para uso veterinário - negativa;
100;1301000;30051010;Curativos (pensos) adesivos e outros artigos com uma camada adesiva, impregnados ou recobertos de substâncias farmacêuticas - Lista Positiva
100;1301000;3005;Algodão, atadura, esparadrapo, haste flexível ou não, com uma ou ambas extremidades de algodão, gazes, pensos, sinapismos, e outros, impregnados ou recobertos de substâncias farmacêuticas ou acondicionados para venda a retalho para usos medicinais, cirúrgicos ou dentários - positiva
101;1301001;30051010;Curativos (pensos) adesivos e outros artigos com uma camada adesiva, impregnados ou recobertos de substâncias farmacêuticas - Lista Negativa
101;1301001;3005;Algodão, atadura, esparadrapo, haste flexível ou não, com uma ou ambas extremidades de algodão, gazes, pensos, sinapismos, e outros, impregnados ou recobertos de substâncias farmacêuticas ou acondicionados para venda a retalho para usos medicinais, cirúrgicos ou dentários - negativa
110;1301100;3005;Algodão, atadura, esparadrapo, gazes, pensos, sinapismos, e outros, acondicionados para venda a retalho para usos medicinais, cirúrgicos ou dentários, não impregnados ou recobertos de substâncias farmacêuticas - Lista Neutra
110;1301100;30051090;Algodão, atadura, esparadrapo, haste flexível ou não, com uma ou ambas extremidades de algodão, gazes, pensos, sinapismos, e outros, não impregnados ou recobertos de substâncias farmacêuticas
111;1301101;30051090;Algodão, atadura, esparadrapo, haste flexível ou não, com uma ou ambas extremidades de algodão, gazes, pensos, sinapismos, e outros, não impregnados ou recobertos de substâncias farmacêuticas ou acondicionados para venda a retalho para usos medicinais, cirúrgicos ou dentários
120;1301200;40151100;Luvas cirúrgicas e luvas de procedimento - neutra
120;1301200;40151900;Luvas cirúrgicas e luvas de procedimento - neutra
130;1301300;40141000;Preservativo - neutra
140;1301400;901831;Seringas, mesmo com agulhas - neutra
150;1301500;9018321;Agulhas para seringas - neutra
160;1301600;39269090;Contraceptivos (dispositivos intra-uterinos - DIU) - neutra
160;1301600;90189099;Contraceptivos (dispositivos intra-uterinos - DIU) - neutra
10;1400100;7013;Objetos de vidro para serviço de mesa ou de cozinha
20;1400200;70133700;Outros copos, exceto de vitrocerâmica
30;1400300;70134290;Objetos para serviço de mesa (exceto copos) ou de cozinha, exceto de vitrocerâmica
40;1400400;3919;Lonas plásticas, exceto as para uso na construção
40;1400400;3920;Lonas plásticas, exceto as para uso na construção
40;1400400;3921;Lonas plásticas, exceto as para uso na construção
50;1400500;3924;Artefatos de higiene/toucador de plástico, exceto os para uso na construção
60;1400600;39241000;Serviços de mesa e outros utensílios de mesa ou de cozinha, de plástico, inclusive os descartáveis
70;1400700;69111010;Artigos para serviço de mesa ou de cozinha, de porcelana, inclusive os descartáveis - estojos
80;1400800;69111090;Artigos para serviço de mesa ou de cozinha, de porcelana, inclusive os descartáveis - avulsos
90;1400900;69120000;Artigos para serviço de mesa ou de cozinha, de cerâmica
100;1401000;69120000;Velas para filtros
110;1401100;4823209;Filtros descartáveis para coar café ou chá
120;1401200;48236;Bandejas, travessas, pratos, xícaras ou chávenas, taças, copos e artigos semelhantes, de papel ou cartão
130;1401300;48131000;Papel para cigarro
10;1400100;4823209;Filtros descartáveis para coar café ou chá
20;1400200;48236;Bandejas, travessas, pratos, xícaras ou chávenas, taças, copos e artigos semelhantes, de papel ou cartão
30;1400300;48131000;Papel para cigarro
10;1500100;3919;Lonas plásticas, exceto as para uso na construção
10;1500100;3920;Lonas plásticas, exceto as para uso na construção
10;1500100;3921;Lonas plásticas, exceto as para uso na construção
20;1500200;3924;Artefatos de higiene/toucador de plástico, exceto os para uso na construção
30;1500300;39241000;Serviços de mesa e outros utensílios de mesa ou de cozinha, de plástico, inclusive os descartáveis
40;1500400;39232;Sacos de lixo de conteúdo igual ou inferior a 100 litros
10;1600100;40111000;Pneus novos, dos tipos utilizados em automóveis de passageiros (incluídos os veículos de uso misto - camionetas e os automóveis de corrida)
20;1600200;4011;Pneus novos, dos tipos utilizados em caminhões (inclusive para os fora-de-estrada), ônibus, aviões, máquinas de terraplenagem, de construção e conservação de estradas, máquinas e tratores agrícolas, pá-carregadeira
30;1600300;40114000;Pneus novos para motocicletas
40;1600400;4011;Outros tipos de pneus novos, exceto os itens classificados no CEST 1600500
40;1600400;4011;Outros tipos de pneus novos, exceto para bicicletas
50;1600500;40115000;Pneus novos de borracha dos tipos utilizados em bicicletas
60;1600600;40121;Pneus recauchutados
70;1600700;401290;Protetores de borracha, exceto os itens classificados no CEST 1600701
70;1600700;401290;Protetores de borracha, exceto para bicicletas
71;1600701;401290;Protetores de borracha para bicicletas
80;1600800;4013;Câmaras de ar de borracha, exceto os itens classificados no CEST 1600900
80;1600800;4013;Câmaras de ar de borracha, exceto para bicicletas
90;1600900;40132000;Câmaras de ar de borracha dos tipos utilizados em bicicletas
10;1700100;17049010;Chocolate branco, em embalagens de conteúdo inferior ou igual a 1 kg, excluídos os ovos de páscoa de chocolate
20;1700200;18063110;Chocolates contendo cacau, em embalagens de conteúdo inferior ou igual a 1 kg
20;1700200;18063120;Chocolates contendo cacau, em embalagens de conteúdo inferior ou igual a 1 kg
30;1700300;18063210;Chocolate em barras, tabletes ou blocos ou no estado líquido, em pasta, em pó, grânulos ou formas semelhantes, em recipientes ou embalagens imediatas de conteúdo inferior ou igual a 2 kg
30;1700300;18063220;Chocolate em barras, tabletes ou blocos ou no estado líquido, em pasta, em pó, grânulos ou formas semelhantes, em recipientes ou embalagens imediatas de conteúdo inferior ou igual a 2 kg
40;1700400;18069000;Chocolates e outras preparações alimentícias contendo cacau, em embalagens de conteúdo inferior ou igual a 1 kg, excluídos os achocolatados em pó e ovos de páscoa de chocolate
50;1700500;17049010;Ovos de páscoa de chocolate branco
50;1700500;17049010;Ovos de páscoa de chocolate
50;1700500;18069000;Ovos de páscoa de chocolate
51;1700501;18069000;Ovos de páscoa de chocolate
60;1700600;18069000;Achocolatados em pó, em embalagens de conteúdo inferior ou igual a 1 kg
61;1700601;18061000;Cacau em pó, com adição de açúcar ou de outros edulcorantes, em embalagens de conteúdo inferior ou igual a 1 kg
70;1700700;18069000;Caixas de bombons contendo cacau, em embalagens de conteúdo inferior ou igual a 1 kg
80;1700800;17049090;Bombons, inclusive à base de chocolate branco sem cacau
90;1700900;18069000;Bombons, balas, caramelos, confeitos, pastilhas e outros produtos de confeitaria, contendo cacau
100;1701000;2009;Sucos de frutas ou de produtos hortícolas; mistura de sucos
110;1701100;20098;Água de coco
120;1701200;04021;Leite em pó, blocos ou grânulos, exceto creme de leite
120;1701200;04022;Leite em pó, blocos ou grânulos, exceto creme de leite
120;1701200;04029;Leite em pó, blocos ou grânulos, exceto creme de leite
130;1701300;19011020;Farinha láctea
140;1701400;19011010;Leite modificado para alimentação de crianças
150;1701500;19011090;Preparações para alimentação infantil à base de farinhas, grumos, sêmolas ou amidos e outros
150;1701500;19011030;Preparações para alimentação infantil à base de farinhas, grumos, sêmolas ou amidos e outros
160;1701600;04011010;Leite “longa vida” (UHT - “Ultra High Temperature”), em recipiente de conteúdo inferior ou igual a 2 litros
160;1701600;04012010;Leite “longa vida” (UHT - “Ultra High Temperature”), em recipiente de conteúdo inferior ou igual a 2 litros
161;1701601;04011010;Leite “longa vida” (UHT - “Ultra High Temperature”), em recipiente de conteúdo superior a 2 litros e inferior ou igual a 5 litros
161;1701601;04012010;Leite “longa vida” (UHT - “Ultra High Temperature”), em recipiente de conteúdo superior a 2 litros e inferior ou igual a 5 litros
170;1701700;04014010;Leite em recipiente de conteúdo inferior ou igual a 1 litro
170;1701700;04015010;Leite em recipiente de conteúdo inferior ou igual a 1 litro
171;1701701;04014010;Leite em recipiente de conteúdo superior a 1 litro e inferior ou igual a 5 litros
171;1701701;04015010;Leite em recipiente de conteúdo superior a 1 litro e inferior ou igual a 5 litros
180;1701800;04011090;Leite do tipo pasteurizado em recipiente de conteúdo inferior ou igual a 1 litro
180;1701800;04012090;Leite do tipo pasteurizado em recipiente de conteúdo inferior ou igual a 1 litro
181;1701801;04011090;Leite do tipo pasteurizado em recipiente de conteúdo superior a 1 litro e inferior ou igual a 5 litros
181;1701801;04012090;Leite do tipo pasteurizado em recipiente de conteúdo superior a 1 litro e inferior ou igual a 5 litros
190;1701900;0401402;Creme de leite, em recipiente de conteúdo inferior ou igual a 1 kg
190;1701900;04022130;Creme de leite, em recipiente de conteúdo inferior ou igual a 1 kg
190;1701900;04022930;Creme de leite, em recipiente de conteúdo inferior ou igual a 1 kg
190;1701900;04029;Creme de leite, em recipiente de conteúdo inferior ou igual a 1 kg
191;1701901;0401402;Creme de leite, em recipiente de conteúdo superior a 1 kg
191;1701901;04022130;Creme de leite, em recipiente de conteúdo superior a 1 kg
191;1701901;04022930;Creme de leite, em recipiente de conteúdo superior a 1 kg
191;1701901;04029;Creme de leite, em recipiente de conteúdo superior a 1 kg
192;1701902;040110;Outros cremes de leite, em recipiente de conteúdo inferior ou igual a 1kg
192;1701902;040120;Outros cremes de leite, em recipiente de conteúdo inferior ou igual a 1kg
192;1701902;040150;Outros cremes de leite, em recipiente de conteúdo inferior ou igual a 1kg
192;1701902;040210;Outros cremes de leite, em recipiente de conteúdo inferior ou igual a 1kg
192;1701902;04022920;Outros cremes de leite, em recipiente de conteúdo inferior ou igual a 1kg
200;1702000;04029;Leite condensado, em recipiente de conteúdo inferior ou igual a 1 kg
201;1702001;04029;Leite condensado, em recipiente de conteúdo superior a 1 kg
210;1702100;0403;Iogurte e leite fermentado em recipiente de conteúdo inferior ou igual a 2 litros
211;1702101;0403;Iogurte e leite fermentado em recipiente de conteúdo superior a 2 litros
220;1702200;04039000;Coalhada
230;1702300;0406;Requeijão e similares, em recipiente de conteúdo inferior ou igual a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g
231;1702301;0406;Requeijão e similares, em recipiente de conteúdo superior a 1 kg
240;1702400;0406;Queijos, exceto os dos CEST 1702401, 1702402, 1702403 e 1702404
240;1702400;0406;Queijos
241;1702401;04061010;Queijo muçarela
242;1702402;04061090;Queijo minas frescal
243;1702403;04061090;Queijo ricota
244;1702404;04061090;Queijo petit suisse
250;1702500;04051000;Manteiga, em embalagem de conteúdo inferior ou igual a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g
251;1702501;04051000;Manteiga, em embalagem de conteúdo superior a 1 kg
252;1702502;04059090;Manteiga de garrafa
260;1702600;15171000;Margarina e creme vegetal, em recipiente de conteúdo inferior ou igual a 500 g, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g
260;1702600;15171000;Margarina em recipiente de conteúdo inferior ou igual a 500 g, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g
270;1702700;15171000;Margarina e creme vegetal, em recipiente de conteúdo superior a 500 g e inferior ou igual a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a   10 g
